B01234/S026,1.1005048235,0.0107608052,0.0426315096,0.0913618656,0.2121651232,0.3987502346,0.0799340106,0.3091506316,10,!$30o1$30o1$30o1$30o1$30o1$1b10o2b16o1b1$30o1$2b2o2b24o1$30o1$2b28o1$30o1$4o2b7o2b4o2b9o1$30o1$13o1b2o1b2o1b10o1$20o2b8o1$2b2o2b7o2b3o1b2o1b8o1$20o1b9o1$2b2o2b8o2b5o1b8o1$13o1b1o1b2o2b2o2b6o1$13o3b7o1b6o1$14o2b14o1$3o1b2o1b11o1b2o2b7o1$14o1b2o1b2o1b1o1b7o1$1b1o1b3o1b6o1b1o1b5o3b4o1b1o1$13o5b2o3b7o1$11o1b3o3b2o3b7o1$13o1b7o2b7o1$1b18o1b9o1b1$22o1b7o1$4o2b5o2b8o1b8o
B01234/S026,1.0491332423,0.0929988732,0.2810949311,0.3249325355,0.1235714846,0.2715848702,0.0878676643,0.5169759809,10,!$1o1b3o2b2o2b1o2b2o1b6o1b1o3b2o1$2b1o1b2o1b1o1b1o5b2o1b1o1b1o5b2o2b1$1o2b3o1b2o3b5o1b1o1b2o2b1o3b2o1$2b1o2b1o1b1o3b1o1b2o3b7o3b1o1b1$1b4o2b1o2b2o1b2o2b2o2b1o4b1o1b2o1$4b1o1b1o2b2o2b2o5b1o1b2o1b1o4b1$5b1o2b1o3b4o2b1o1b2o1b1o2b4o1$2b2o1b2o2b1o4b1o5b1o1b1o3b4o1$2o1b1o1b3o2b1o1b1o1b2o4b8o2b1$1b2o1b3o4b2o2b3o2b2o1b1o4b2o1$2b2o2b1o4b1o1b1o3b2o1b2o1b1o1b1o1b3o1$2b2o4b1o1b2o1b1o1b1o2b3o1b1o6b1o1$2b1o2b1o1b3o1b1o4b1o3b1o1b2o3b3o1$1o3b2o1b7o1b2o1b5o1b2o1b3o1$1o1b2o1b1o2b1o2b7o3b1o3b3o1b1o1$2b1o5b2o1b1o1b1o2b6o1b1o3b1o2b1$1o1b2o1b3o2b2o2b2o2b1o1b2o1b1o1b1o4b1$4o1b1o2b2o1b1o2b5o1b1o1b1o2b1o3b1o1$3o1b2o1b1o1b1o2b3o1b2o1b1o2b1o1b1o3b2o1$1o1b2o3b5o2b4o1b3o2b1o3b1o1b1$1b1o4b4o2b1o7b4o3b1o2b1$1o1b4o2b5o1b1o2b1o2b1o1b3o3b2o1$1b1o2b1o1b1o2b2o1b3o1b1o2b2o4b3o2b1$2o2b3o1b1o1b1o2b1o1b1o2b1o1b3o1b1o1b3o1b1$1o3b3o1b1o3b4o2b1o3b3o1b3o1b1$1o2b2o1b2o1b3o6b1o4b6o1b1$1o6b1o3b1o1b5o1b2o1b1o1b1o2b3o1$2o1b2o3b3o2b3o1b1o3b2o5b2o1$1o8b1o2b3o1b2o1b1o1b2o2b2o1b2o1$4b2o2b9o2b2o1b3o1b1o1b1o1b
B012345/S0126,1.115721854,0.0114932742,0.0439381373,0.003553245,0.4423244311,0.4243221178,0.0537088135,0.0796446375,8,!$3b4o1b3o19b1$8b1o2b1o18b1$30b1$30b1$30b1$30b1$30b1$17b1o1b1o10b1$1o13b1o1b3o1b2o1b2o1b1o1b1o1b1$8b1o1b1o3b6o1b3o3b1o2b1$1b1o5b5o1b17o1$1o1b1o3b1o1b3o2b17o1$3o3b24o1$13o1b5o1b2o1b7o1$13o1b4o1b11o1$30o1$14o2b4o1b9o1$13o1b2o1b13o1$30o1$14o1b1o2b12o1$13o1b16o1$17o1b2o4b6o1$13o1b3o2b1o2b8o1$15o2b7o1b5o1$21o1b1o1b1o2b3o1$18o3b1o6b2o1$17o1b3o8b1o1$16o14b1$1b11o1b1o1b1o14b1$1b1o1b1o2b5o19b
B0123458/S0126,1.1019413785,0.0449465812,0.012142433,0.1782937171,0.3996658129,0.4504653958,0.0434633877,0.1064054036,7,!$3b1o26b1$30b1$30b1$30b1$30b1$30b1$30b1$30b1$30b1$30b1$16b2o12b1$1o17b1o10b1o1$1o11b1o5b1o8b1o1b1o1$3o7b7o1b1o2b2o4b3o1$3o1b1o3b1o2b6o1b3o1b2o2b4o1$4o3b2o1b4o1b5o1b3o2b4o1$5o3b2o1b2o1b8o1b7o1$10o1b2o1b3o6b7o1$15o1b2o1b4o1b6o1$15o2b1o4b8o1$15o1b1o2b1o2b8o1$17o1b2o1b1o2b6o1$16o1b3o1b9o1$1b13o1b15o1$2b25o2b1o1$12o2b3o1b2o1b1o4b1o3b1$10o1b2o4b2o2b1o8b1$2b5o5b2o16b1$3b5o4b1o2b1o14b1$4b2o24b
B0123458/S236,1.2538856293,0.1273536018,0.4126685959,0.3555298858,0.3083942056,0.2279603243,0.0657053778,0.3979400924,8,!$1b1o15b5o1b6o1b1$1o14b13o1b1o1$5b4o7b14o1$6b1o2b1o4b1o1b12o2b1$6b1o2b1o5b12o3b1$6b2o6b12o1b1o2b1$5b1o10b9o1b1o3b1$1o3b1o10b1o1b6o1b1o1b1o3b1$16b1o1b8o1b3o1$19b8o3b1$15b1o1b9o1b1o2b1$1b1o12b1o1b6o1b1o1b1o4b1$14b8o8b1$14b3o1b6o6b1$13b9o1b1o6b1$13b2o4b1o1b2o7b1$12b8o1b2o7b1$6b1o6b1o1b2o1b4o8b1$11b1o1b2o2b1o1b4o7b1$12b4o1b1o1b3o1b1o6b1$10b1o1b3o1b1o1b4o8b1$14b1o1b1o1b2o1b1o8b1$12b4o1b2o1b1o1b4o4b1$14b1o1b11o3b1$17b12o1b1$18b10o2b1$18b11o1b1$16b13o1b1$17b13o1$1b1o14b14o
B01245678/S023,1.2429853433,0.0209848187,0.2142648632,0.378260869,0.325800392,0.3012193124,0.091648256,0.2813320396,9,!$2b2o1b1o2b6o1b2o2b2o4b1o1b1o1b1o1$1o1b1o3b1o1b1o4b1o5b2o1b3o1b1o1b2o1$2b2o1b2o1b2o1b2o4b2o1b1o1b4o3b1o1$6b2o2b1o1b1o4b2o2b3o3b1o2b1$8o1b2o2b3o1b2o1b1o3b1o2b3o1$1o3b1o2b2o1b1o3b1o1b1o2b1o1b1o3b3o2b1$4o1b7o2b5o2b1o1b6o1b1$2b1o3b3o1b4o1b3o1b2o2b2o4b1o1$2o2b1o1b3o1b2o1b1o1b1o4b10o1$1b8o3b3o1b1o1b1o1b4o1b1o1b1o1b1o1$1b1o4b1o1b1o1b1o1b3o3b1o2b1o1b1o1b2o2b1o1$1b1o1b3o1b1o2b2o1b1o2b2o1b1o1b2o5b1o1b1$3o1b1o3b1o1b2o4b2o2b1o1b2o1b1o2b1o1b1$2o3b6o3b2o3b2o2b1o1b1o4b1$1o1b5o1b1o1b1o1b1o1b1o1b1o2b1o1b2o1b1o3b1o1b1$1o1b1o2b8o1b4o1b1o1b3o2b2o2b1$3b3o1b1o1b1o1b1o1b2o4b2o2b1o2b1o3b1$1o2b2o1b1o3b3o1b1o1b2o1b3o4b1o2b1o1$3b1o1b1o4b1o1b1o2b1o1b7o2b3o1b1$1b3o1b3o1b2o4b1o2b1o1b1o7b1o1b1$1b1o4b1o2b1o3b1o1b1o3b2o2b1o2b1o2b1o1$2b2o1b7o1b4o1b1o6b3o2b1$2b5o2b2o1b1o2b1o3b1o1b1o1b4o1b1o1b1$3o2b5o1b7o6b1o1b1o1b2o1$1b1o1b5o1b1o1b1o1b1o3b1o1b1o4b3o1b2o1$3o1b1o2b1o1b1o1b2o2b5o1b4o2b3o1$2b1o3b2o1b1o2b1o2b1o6b3o1b1o1b2o1$3b1o2b1o3b3o1b7o1b4o3b1o1$1o4b2o1b1o1b1o1b2o3b1o4b1o2b2o1b2o1$3b2o1b3o1b3o1b2o3b1o1b1o3b1o1b3o
B01257/S034,1.0753222431,0.0067455506,-0.038531317,0.0428749225,0.400042955,0.4782368421,0.0410288164,0.0806913865,6,!$2o14b14o1$2o15b13o1$2o14b9o1b4o1$2o1b1o14b8o1b3o1$3o1b1o13b12o1$4o15b11o1$4o16b10o1$4o17b9o1$4o16b10o1$4o18b8o1$4o17b9o1$4o19b7o1$4o19b7o1$2o2b1o9b1o1b6o1b7o1$2o2b2o7b2o1b14o1$1o1b3o8b4o4b1o1b7o1$1o1b3o8b4o1b2o2b8o1$4o9b1o1b1o3b3o2b6o1$3o10b2o1b3o2b9o1$3o10b5o1b1o1b9o1$3o11b6o1b5o2b2o1$4o9b3o1b1o1b2o3b6o1$5o1b1o6b2o1b7o1b6o1$6o7b3o1b1o2b10o1$5o16b9o1$3o16b11o1$3o15b1o1b10o1$4o14b1o1b10o1$2o17b11o1$2o16b12o
B01257/S4,1.0744618132,0.1959759982,0.0767095482,0.4650865903,0.4861194678,0.4403046419,0.021340584,0.0522353063,8,!$7b1o12b9o1b1$7b1o12b9o1b1$20b9o1b1$1o17b1o1b9o1b1$17b1o1b11o1$11b1o4b1o1b12o1$10b1o4b1o1b13o1$14b1o1b14o1$13b1o1b15o1$14b16o1$1o13b16o1$14b15o1b1$12b17o1b1$14b2o3b10o1b1$12b11o1b5o1b1$1o10b6o2b2o1b7o1b1$1b1o7b1o1b5o4b1o1b8o1$1o1b1o8b8o1b10o1$2o9b4o2b1o2b2o1b7o1$3o9b3o1b3o1b1o2b7o1$1o12b2o1b8o1b5o1$1o9b1o2b1o2b1o1b6o1b5o1$1o15b1o1b2o2b8o1$1o11b6o1b4o1b6o1$1o14b15o1$1o13b1o1b14o1$15b1o1b13o1$1o15b1o1b12o1$17b1o1b10o1b1$18b1o1b9o1b
B013468/S023,1.0440854325,0.000193426,0.1631363859,0.0185304578,0.1627208002,0.3179002478,0.1005315593,0.4188473927,18,!$4o16b2o1b7o1$4o16b10o1$3o3b1o14b2o1b6o1$5o17b1o1b6o1$4o17b2o1b6o1$6o16b8o1$5o20b5o1$7o17b6o1$7o17b6o1$5o1b1o16b2o1b4o1$4o1b1o1b1o17b5o1$5o1b1o18b5o1$6o5b1o12b1o1b4o1$5o1b5o2b1o1b1o1b3o3b1o1b5o1$11o3b5o1b2o1b7o1$9o1b2o1b1o1b2o1b12o1$7o1b1o1b1o3b3o1b1o2b3o1b5o1$4o1b3o5b7o1b2o2b5o1$3o1b1o9b1o1b2o1b2o1b1o3b1o1b2o1$1b1o1b1o10b2o1b2o1b1o1b2o1b1o1b2o1b1$1b1o11b8o1b2o4b1o1b1$14b1o2b6o2b2o3b1$13b2o3b8o4b1$13b4o2b4o2b1o4b1$25b1o4b1$30b1$30b1$23b1o3b3o1$1b2o19b8o1$4o17b3o1b5o
B01347/S23,1.159438272,0.0010143788,0.0338229663,0.2343661099,0.2936811902,0.4181501384,0.0649383785,0.223230293,10,!$14o11b5o1$16o8b1o1b4o1$16o12b2o1$13o1b1o12b3o1$12o1b1o13b3o1$12o1b1o13b3o1$14o13b3o1$13o14b3o1$14o13b3o1$15o12b3o1$17o12b1o1$10o1b2o15b1o1b1$9o1b1o2b1o16b1$10o4b5o1b3o6b1o1$8o1b1o3b1o1b1o2b5o5b1o1b1$9o1b1o3b3o1b1o1b1o1b1o5b2o1$9o4b2o1b3o1b4o1b2o1b2o1$8o1b1o3b10o2b1o2b2o1$9o2b1o2b1o1b5o1b1o2b1o1b3o1$12o3b1o3b1o3b1o1b1o1b3o1$12o1b3o1b5o1b1o1b5o1$12o1b3o1b5o1b2o1b4o1$12o1b2o1b1o1b1o1b3o1b1o1b4o1$12o2b1o2b1o1b4o1b6o1$12o12b1o1b4o1$11o1b1o1b1o10b5o1$13o15b2o1$4o3b6o13b1o1b2o1$4o3b5o1b1o13b3o1$13o12b5o
